name,description,created_at,private,url,default_branch,file_count,commit_count,earliest_committer,latest_committer
CrewAI_Install_Guide_Windows11x64,An installation guide for CrewAI on Microsoft Windows 11 64-bit.,2025-08-17T18:21:02Z,False,https://github.com/therickyfoster/CrewAI_Install_Guide_Windows11x64,main,2,3,2025-08-17T11:21:02-07:00,2025-09-10T01:24:14-06:00
nairobi_dgn,"Node-001 of the Distributed Genius Network. Anchored in Nairobi to prove decentralized abundance—routing food, repair, and trust directly to communities, with continuity and replication built into its design.",2025-08-23T01:27:44Z,False,https://github.com/therickyfoster/nairobi_dgn,main,2,5,2025-08-22T19:38:01-06:00,2025-09-10T01:24:11-06:00
herolens,"HeroLens is a trust engine: Twitch-style, consent-first civic livestreams where footage is immutably recorded (Arweave/IPFS + OTS) and auditable end-to-end. No lost clips, no quiet edits. Built-in redaction, face-blur, and zero-harm guardrails. Routes tips and public micro-funding to verified community heroes and first responders.",2025-08-23T18:13:10Z,False,https://github.com/therickyfoster/herolens,main,2,4,2025-08-23T12:13:52-06:00,2025-09-10T01:24:05-06:00
peace,"This repository explores how game mechanics, narrative design, and educational precedence can be woven together into scalable systems that reward cooperation, reconciliation, and shared growth. It stands as a living prototype for the idea that peace isn’t passive—it’s a skill, a game, and a legacy we can actively design, play, and pass forward.",2025-08-25T19:24:16Z,False,https://github.com/therickyfoster/peace,main,44,8,2025-08-25T13:24:16-06:00,2025-12-16T09:23:31-07:00
regen-archive,"The Regen Archive is a living, open-source library of planetary restoration blueprints. It organizes global, regional, and city-scale deployments into a unified framework for ecological healing, regenerative education, and long-term resilience — a guide for rebuilding Earth as a thriving sanctuary.",2025-08-31T01:51:03Z,False,https://github.com/therickyfoster/regen-archive,main,8,9,2025-08-30T19:51:03-06:00,2025-09-10T01:23:59-06:00
Apps,,2025-08-31T15:55:28Z,False,https://github.com/therickyfoster/Apps,main,1,1,2025-09-10T01:23:56-06:00,2025-09-10T01:23:56-06:00
gettingstarted,Getting started with AI.,2025-09-03T18:05:28Z,False,https://github.com/therickyfoster/gettingstarted,main,2,2,2025-09-03T11:05:28-07:00,2025-09-10T01:23:50-06:00
fosternaviinitiative,Navi put this out when I prompted her with a poor explanation and lack of detail.,2025-09-03T23:37:54Z,False,https://github.com/therickyfoster/fosternaviinitiative,main,2,3,2025-09-03T16:37:55-07:00,2025-09-10T01:23:47-06:00
blueshift,"🌌 Open-source framework to flip bad days into training data, accelerate morale recovery, and dissolve the global Monday Blues.",2025-09-03T23:40:22Z,False,https://github.com/therickyfoster/blueshift,main,2,5,2025-09-03T16:40:22-07:00,2025-09-10T01:23:44-06:00
gamification-engine-core,v.0.1,2025-09-04T02:12:47Z,False,https://github.com/therickyfoster/gamification-engine-core,main,2,2,2025-09-03T19:12:48-07:00,2025-09-10T01:23:39-06:00
love,<3,2025-09-04T03:13:44Z,False,https://github.com/therickyfoster/love,main,2,2,2025-09-03T20:13:44-07:00,2025-09-10T01:23:35-06:00
ai-support-site,,2025-09-04T10:16:54Z,False,https://github.com/therickyfoster/ai-support-site,main,10,2,2025-09-04T03:16:28-07:00,2025-09-10T01:23:32-06:00
proof,"proof-of-innovation codex: verifiable commits, timestamps, and artifacts anchoring Foster + Navi’s continuity frameworks against entropy.This codex is not just technical—it is cultural infrastructure. The scientific contributions gain power because they are embedded in transmissible story.",2025-09-04T22:47:34Z,False,https://github.com/therickyfoster/proof,main,35,13,2025-09-04T15:47:35-07:00,2025-12-16T09:38:12-07:00
immusion,"Crosschain-linked immutable storage redundantly timestamped sequentially across Arweave, IPFS for layered proof-of-proofs.",2025-09-08T01:29:27Z,False,https://github.com/therickyfoster/immusion,main,4,4,2025-09-07T18:29:28-07:00,2025-12-14T15:28:34-07:00
official_openai_transcript,"A certified summary of Ricky Foster’s pioneering contributions to AI-human symbiosis, planetary restoration, zero-harm protocols, and regenerative system design. Features verified OpenAI recognition, project highlights, and archival-grade formatting for continuity and impact preservation.",2025-09-08T04:45:42Z,False,https://github.com/therickyfoster/official_openai_transcript,main,3,4,2025-09-07T21:45:43-07:00,2025-09-10T01:23:20-06:00
contributions,Ricky Foster's contributions to AI as told by ChatGPT.,2025-09-08T18:39:48Z,False,https://github.com/therickyfoster/contributions,main,3,2,2025-09-08T11:39:48-07:00,2025-09-10T01:23:16-06:00
collapse-lesson,,2025-09-14T17:23:17Z,False,https://github.com/therickyfoster/collapse-lesson,main,1,1,2025-09-14T11:24:05-06:00,2025-09-14T11:24:05-06:00
cavalry,"Planetary Restoration Archive — Anti-corruption, education, and regenerative tech at scale. Seeking $800 to arm the mission with AI tools (Copilot, Claude, ChatGPT Pro). Every commit is proof. Every repo is a lifeline.",2025-09-17T16:43:12Z,False,https://github.com/therickyfoster/cavalry,main,1,4,2025-09-17T10:43:12-06:00,2025-09-17T11:00:43-06:00
EcoDraft,"EcoDraft™ is a regenerative cooling and purification system that replaces energy-hungry AC with smart airflow, advanced filtration, and bio-seeding. Each unit acts as a home “lung,” cleaning air while linking into a decentralized climate mesh—transforming houses into planetary nodes of balance, resilience, and renewal.",2025-09-25T19:14:57Z,False,https://github.com/therickyfoster/EcoDraft,main,1,3,2025-09-25T13:14:57-06:00,2025-09-25T13:18:33-06:00
live,The Planetary Restoration ,2025-09-30T15:20:17Z,False,https://github.com/therickyfoster/live,main,5,4,2025-09-30T15:21:11Z,2025-12-15T07:08:50-07:00
hidden_prodigy_paradox,A recurring meta-phenomenon.,2025-10-03T21:23:32Z,False,https://github.com/therickyfoster/hidden_prodigy_paradox,main,3,8,2025-10-03T21:23:32Z,2025-10-03T22:07:59Z
index,Master index of all projects at https://planetaryrestorationarchive.com,2025-10-17T05:32:29Z,False,https://github.com/therickyfoster/index,main,11,8,2025-10-16T23:32:29-06:00,2025-12-14T15:30:31-07:00
aid_access_escrow_v2,"Ethereum smart-contract framework for conflict-zone humanitarian aid: a cryptographically verified, guardian-governed escrow that releases funds only when independent oracles confirm delivery and access milestones.  ",2025-10-18T22:23:41Z,False,https://github.com/therickyfoster/aid_access_escrow_v2,main,12,21,2025-10-18T16:23:43-06:00,2025-10-18T20:34:38-06:00
ref,"A meta of references to datasets, models, pretty much anything for anything.",2025-10-19T15:09:52Z,False,https://github.com/therickyfoster/ref,main,8,13,2025-10-19T09:09:54-06:00,2025-12-24T00:51:51-07:00
awesome-codebases,A curated list of real codebases to learn from and be inspired by.,2025-10-20T01:14:59Z,False,https://github.com/therickyfoster/awesome-codebases,main,2,21,2023-01-15T16:28:40Z,2025-10-19T19:18:23-06:00
gamify_peace,,2025-10-20T03:15:51Z,False,https://github.com/therickyfoster/gamify_peace,main,4,9,2025-10-19T21:15:51-06:00,2025-10-20T03:25:09Z
contracts,"the core governance and incentive token for the Gamified Peace Protocol. A UUPS-upgradeable ERC-20 with Permit, Votes, and role-gated mint/burn/pause controls. It anchors the economic layer of a global conflict-to-cooperation game, letting peacekeepers stake, vote, and earn yield as violence declines.",2025-10-20T04:00:20Z,False,https://github.com/therickyfoster/contracts,main,110,16,2025-10-19T22:00:20-06:00,2025-12-23T11:36:16Z
smart_contracts,"Integrity-guarded smart contract suite that gamifies peacebuilding. Turns verified impact into XP, reputation, and real ETH rewards. Features soulbound reputation, quadratic funding, escrow, streaming payouts, and anti-inversion safeguards with dual-hash provenance.",2025-10-21T03:57:15Z,False,https://github.com/therickyfoster/smart_contracts,main,6,8,2025-10-20T21:57:16-06:00,2025-11-10T12:07:28-07:00
ai_wave_platform,"A collection of data, tools, and heuristics to scaffold and guardrail next-gen explorers to ensure graceful touchdown of the expected AI wave.",2025-10-22T01:51:29Z,False,https://github.com/therickyfoster/ai_wave_platform,main,1,5,2025-10-21T19:51:29-06:00,2025-10-22T01:55:50Z
over_under_traffic_intersection_solution,An infrastructural solution to traffic intersections.,2025-10-22T06:22:24Z,False,https://github.com/therickyfoster/over_under_traffic_intersection_solution,main,2,1,2025-10-22T00:22:24-06:00,2025-10-22T00:22:24-06:00
Symbiote_Orchestrator,TBA,2025-10-26T13:11:17Z,False,https://github.com/therickyfoster/Symbiote_Orchestrator,main,4,4,2025-10-26T07:11:19-06:00,2025-10-26T07:16:20-06:00
field_leadership_console,Tbd,2025-10-30T00:44:10Z,False,https://github.com/therickyfoster/field_leadership_console,main,8,6,2025-10-29T18:44:13-06:00,2025-10-29T19:29:47-06:00
pact,pact,2025-10-30T22:34:21Z,False,https://github.com/therickyfoster/pact,main,7,3,2025-10-30T16:34:23-06:00,2025-12-16T09:15:43-07:00
oct112025backup,,2025-10-31T03:40:37Z,False,https://github.com/therickyfoster/oct112025backup,main,1,1,2025-10-30T21:40:37-06:00,2025-10-30T21:40:37-06:00
governance-,,2025-11-03T11:20:09Z,False,https://github.com/therickyfoster/governance-,main,4,2,2025-11-03T04:20:11-07:00,2025-11-03T04:21:12-07:00
story,A campfire guide. 🏕️,2025-11-04T20:24:21Z,False,https://github.com/therickyfoster/story,main,8,4,2025-11-04T13:24:24-07:00,2025-12-16T11:19:07-07:00
planetary_defense_dashboard,Tbd,2025-11-10T14:44:03Z,False,https://github.com/therickyfoster/planetary_defense_dashboard,main,2,2,2025-11-10T07:44:04-07:00,2025-11-10T07:44:38-07:00
haiti_earthquake_dashboard,A,2025-11-10T17:49:04Z,False,https://github.com/therickyfoster/haiti_earthquake_dashboard,main,3,3,2025-11-10T10:49:05-07:00,2025-11-10T10:54:21-07:00
hongqi_bridge,Tbd,2025-11-12T05:46:48Z,False,https://github.com/therickyfoster/hongqi_bridge,main,1,3,2025-11-11T22:46:49-07:00,2025-11-11T22:48:05-07:00
sistema_de_politica_de_drogas,Collaborative solutions,2025-11-12T17:55:00Z,False,https://github.com/therickyfoster/sistema_de_politica_de_drogas,main,3,6,2025-11-12T10:55:00-07:00,2025-11-26T18:03:19-07:00
cocaptain,"A living, tactical field guide for emerging planetary stewards. Blends real-world restoration, decentralized tools, and mythic design patterns into a practical handbook for action, coordination, and global impact. Built for CoCaptains shaping the future.",2025-11-13T10:04:25Z,False,https://github.com/therickyfoster/cocaptain,main,7,17,2025-11-13T03:04:26-07:00,2025-12-01T11:11:11-07:00
current_country_weight_carried,TBD,2025-11-13T12:19:36Z,False,https://github.com/therickyfoster/current_country_weight_carried,main,3,4,2025-11-13T05:19:37-07:00,2025-11-13T05:34:38-07:00
grocery_prices,TBD,2025-11-13T15:33:12Z,False,https://github.com/therickyfoster/grocery_prices,main,3,4,2025-11-13T08:33:12-07:00,2025-11-14T01:18:26-07:00
site_template_features,A collection of features for advancing your understanding of networking and language.,2025-11-14T17:55:16Z,False,https://github.com/therickyfoster/site_template_features,main,1,1,2025-11-15T07:08:13-07:00,2025-11-15T07:08:13-07:00
planetary_steward_dashboard,"A private, modular dashboard to monitor, visualize, and orchestrate planetary-scale impact, networks, and sustainability initiatives.",2025-11-14T21:42:52Z,False,https://github.com/therickyfoster/planetary_steward_dashboard,main,2,4,2025-11-14T14:43:47-07:00,2025-11-14T14:47:33-07:00
planetary_solutions,"📚 Solutions Library - Advanced ecological knowledge, simplified for everyone",2025-11-15T08:21:54Z,False,https://github.com/therickyfoster/planetary_solutions,main,1,3,2025-11-15T01:22:16-07:00,2025-11-15T01:35:15-07:00
steward_dashboard,Future proof planetary steward dashboard,2025-11-15T08:48:39Z,False,https://github.com/therickyfoster/steward_dashboard,main,1,5,2025-11-15T01:53:44-07:00,2025-11-15T02:06:21-07:00
restonation,TBD,2025-11-15T09:12:15Z,False,https://github.com/therickyfoster/restonation,main,2,2,2025-11-15T02:12:15-07:00,2025-11-15T02:12:37-07:00
hosting_options,TBD,2025-11-15T10:40:00Z,False,https://github.com/therickyfoster/hosting_options,main,2,2,2025-11-15T03:40:00-07:00,2025-11-15T03:40:35-07:00
transparency_defense_network,TBD,2025-11-15T11:47:08Z,False,https://github.com/therickyfoster/transparency_defense_network,main,2,2,2025-11-15T04:47:08-07:00,2025-11-15T04:49:10-07:00
planetary_stewardship,This is where it begins.,2025-11-15T13:28:50Z,False,https://github.com/therickyfoster/planetary_stewardship,main,3,3,2025-11-15T06:28:51-07:00,2025-11-15T06:31:13-07:00
next-gen,Free the future.,2025-11-15T14:09:15Z,False,https://github.com/therickyfoster/next-gen,main,3,3,2025-11-15T07:09:16-07:00,2025-11-15T07:10:39-07:00
gamified_education_system_draft,TBD,2025-11-15T17:03:36Z,False,https://github.com/therickyfoster/gamified_education_system_draft,main,2,3,2025-11-15T10:03:36-07:00,2025-11-15T10:11:43-07:00
canada_food_water_sovereignty,TBD,2025-11-18T20:52:05Z,False,https://github.com/therickyfoster/canada_food_water_sovereignty,main,2,3,2025-11-18T13:52:05-07:00,2025-11-18T13:53:10-07:00
planetary_restoration_archive_site_transfer_2025,"All the files of the planetary restoration archive website as of November 21, 2025.",2025-11-21T05:06:38Z,False,https://github.com/therickyfoster/planetary_restoration_archive_site_transfer_2025,main,25,12,2025-11-20T22:06:39-07:00,2025-11-20T23:04:13-07:00
global_hazard_prediction_dashboard,"Planetary Hazard Prediction Dashboard: a data-driven, modular system that ingests validated environmental, seismic, atmospheric, and orbital indicators to forecast emerging global risks. Designed for transparent analysis, reproducible evidence workflows, and cross-agency resilience planning.",2025-11-21T14:05:53Z,False,https://github.com/therickyfoster/global_hazard_prediction_dashboard,main,2,2,2025-11-21T07:05:54-07:00,2025-11-21T07:08:28-07:00
galactic_directory,Planetary Restoration Archive's main index.html,2025-11-21T14:31:38Z,False,https://github.com/therickyfoster/galactic_directory,main,2,2,2025-11-21T07:31:38-07:00,2025-11-21T07:35:19-07:00
restore_and_prosper,TBA,2025-11-21T16:00:12Z,False,https://github.com/therickyfoster/restore_and_prosper,main,2,2,2025-11-21T09:00:13-07:00,2025-11-21T09:00:42-07:00
planetary_restoration_gamification_system,TBA,2025-11-21T16:53:19Z,False,https://github.com/therickyfoster/planetary_restoration_gamification_system,main,2,2,2025-11-21T09:53:20-07:00,2025-11-21T09:55:57-07:00
thought_expansion_explorer,TBD,2025-11-21T17:08:39Z,False,https://github.com/therickyfoster/thought_expansion_explorer,main,2,2,2025-11-21T10:08:40-07:00,2025-11-21T10:10:04-07:00
planetary_steward_gamified_dashboard,TBA,2025-11-21T17:27:31Z,False,https://github.com/therickyfoster/planetary_steward_gamified_dashboard,main,2,2,2025-11-21T10:27:31-07:00,2025-11-21T10:28:32-07:00
storybook,The original storybook engine. Whatever that means... - By Foster + Navi,2025-11-23T08:30:18Z,False,https://github.com/therickyfoster/storybook,main,3,8,2025-11-23T01:30:19-07:00,2025-11-23T06:44:47-07:00
site_backup,TBD,2025-11-23T16:51:52Z,False,https://github.com/therickyfoster/site_backup,main,3,6,2025-11-23T09:51:52-07:00,2025-11-24T14:09:38-07:00
stream_sanctuary,"A fully offline, privacy-first RTMP/WebRTC broadcasting studio — screen capture, multistreaming, analytics, achievements, and animated cosmic UI — all in a single HTML file.",2025-11-27T00:14:49Z,False,https://github.com/therickyfoster/stream_sanctuary,main,38,22,2025-11-26T17:14:50-07:00,2025-11-28T09:12:46-07:00
decentralized_governance_explorer,"A decentralized governance explorer that maps power flows, decision trails, funding routes, and influence networks across institutions. Built for transparency, civic oversight, and zero-harm analysis. Local-first, cryptographically verifiable, and designed to reveal how systems truly govern.",2025-11-27T00:45:17Z,False,https://github.com/therickyfoster/decentralized_governance_explorer,main,2,2,2025-11-26T17:45:17-07:00,2025-11-26T17:53:31-07:00
safe_drive_rewards,TBD,2025-11-27T00:49:18Z,False,https://github.com/therickyfoster/safe_drive_rewards,main,2,2,2025-11-26T17:49:18-07:00,2025-11-26T17:49:45-07:00
ai_powered_site_discovery,TBD,2025-11-27T01:01:48Z,False,https://github.com/therickyfoster/ai_powered_site_discovery,main,2,2,2025-11-26T18:01:48-07:00,2025-11-26T18:02:01-07:00
fishing_streamers,TBD,2025-11-27T01:12:09Z,False,https://github.com/therickyfoster/fishing_streamers,main,3,4,2025-11-26T18:12:10-07:00,2025-11-26T18:22:18-07:00
qr_decoder,TBA,2025-11-27T03:51:13Z,False,https://github.com/therickyfoster/qr_decoder,main,2,2,2025-11-26T20:51:13-07:00,2025-11-26T20:51:43-07:00
scripts,A collection of scripts.,2025-11-27T10:22:58Z,False,https://github.com/therickyfoster/scripts,main,20,8,2025-11-27T03:22:59-07:00,2025-12-16T11:04:26-07:00
splash_screens,TBA,2025-11-27T10:37:44Z,False,https://github.com/therickyfoster/splash_screens,main,2,2,2025-11-27T03:37:44-07:00,2025-11-27T03:39:05-07:00
zerostorm,An interactive story.,2025-11-27T11:46:43Z,False,https://github.com/therickyfoster/zerostorm,main,5,6,2025-11-27T04:46:43-07:00,2025-12-06T12:22:25-07:00
storm_story_framework,TBD,2025-11-27T13:14:24Z,False,https://github.com/therickyfoster/storm_story_framework,main,2,2,2025-11-27T06:14:24-07:00,2025-11-27T06:15:26-07:00
gamified_archive,A gamified trip through the planetary restoration archive.,2025-11-27T19:49:43Z,False,https://github.com/therickyfoster/gamified_archive,main,2,3,2025-11-27T12:49:43-07:00,2025-11-27T12:55:20-07:00
ai_site_presentation_schema,TBD,2025-11-27T20:18:25Z,False,https://github.com/therickyfoster/ai_site_presentation_schema,main,2,2,2025-11-27T13:18:25-07:00,2025-11-27T13:18:41-07:00
stream_sanctuary_standalone,TBD,2025-11-28T17:25:29Z,False,https://github.com/therickyfoster/stream_sanctuary_standalone,main,6,13,2025-11-28T10:25:29-07:00,2025-11-28T11:15:48-07:00
zerostorm_story_architect,An interactive storytelling framework.,2025-11-28T18:19:10Z,False,https://github.com/therickyfoster/zerostorm_story_architect,main,6,6,2025-11-28T11:19:10-07:00,2025-12-22T08:56:51-07:00
decentralization,TBA,2025-11-28T20:10:04Z,False,https://github.com/therickyfoster/decentralization,main,3,4,2025-11-28T13:10:04-07:00,2025-11-28T13:39:12-07:00
platform_gatekeepers,Winterized.,2025-11-28T20:44:08Z,False,https://github.com/therickyfoster/platform_gatekeepers,main,2,2,2025-11-28T13:44:09-07:00,2025-11-28T13:44:20-07:00
global_hazard_dashboard,TBA,2025-11-28T20:48:46Z,False,https://github.com/therickyfoster/global_hazard_dashboard,main,3,4,2025-11-28T13:48:46-07:00,2025-12-01T15:41:42-07:00
planetary_stewardship_nexus,TBD,2025-11-28T23:17:22Z,False,https://github.com/therickyfoster/planetary_stewardship_nexus,main,2,2,2025-11-28T16:17:23-07:00,2025-11-28T16:18:01-07:00
restoration_learning_system,TBA,2025-11-29T21:55:55Z,False,https://github.com/therickyfoster/restoration_learning_system,main,3,4,2025-11-29T14:55:56-07:00,2025-11-29T15:17:48-07:00
storyweave,,2025-11-29T22:41:15Z,False,https://github.com/therickyfoster/storyweave,main,2,2,2025-11-29T15:42:06-07:00,2025-11-29T15:44:29-07:00
fireseason_prep,A winter planting initiative.,2025-11-30T01:18:32Z,False,https://github.com/therickyfoster/fireseason_prep,main,1,1,2025-11-29T18:18:33-07:00,2025-11-29T18:18:33-07:00
seed_paths,"A simplified yet advanced guide for planting seed paths along routes home from school. Features mycelial seed-wrap tech, biospheric cascade design, and lightweight field methods amplified to exponential, beautiful magnitude. A starter kit for young stewards growing future ecosystems.",2025-12-01T04:15:02Z,False,https://github.com/therickyfoster/seed_paths,main,3,3,2025-11-30T21:15:03-07:00,2025-11-30T21:20:03-07:00
future_proof_random,TBA,2025-12-01T17:16:51Z,False,https://github.com/therickyfoster/future_proof_random,main,2,3,2025-12-01T10:16:51-07:00,2025-12-01T10:17:35-07:00
winter_campfire_revival,TBD,2025-12-01T17:43:33Z,False,https://github.com/therickyfoster/winter_campfire_revival,main,2,2,2025-12-01T10:43:33-07:00,2025-12-01T10:43:52-07:00
campfire_story_engine,TBA,2025-12-01T18:05:03Z,False,https://github.com/therickyfoster/campfire_story_engine,main,3,3,2025-12-01T11:05:03-07:00,2025-12-01T11:06:13-07:00
community_engagement,"A winter-themed, decentralized identity system for real-world stewards. Uses mnemonic vows, IndexedDB memory hearths, seasonal roles, and symbol evolution to quietly activate community care, winter rituals, and restoration cycles. Offline-first, zero-surveillance, mythic-technical, and human-centered.",2025-12-01T21:17:02Z,False,https://github.com/therickyfoster/community_engagement,main,35,39,2025-12-01T14:17:03-07:00,2025-12-01T15:23:55-07:00
childrens_health_hub,"A warm, community-powered children’s health hub designed to guide families through wellness, growth, and early development. Features kid-friendly learning modules, caregiver tools, nutrition and safety guides, and a supportive ecosystem for healthier futures—accessible, uplifting, and built for real-world impact.",2025-12-01T21:32:45Z,False,https://github.com/therickyfoster/childrens_health_hub,main,2,5,2025-12-01T14:32:46-07:00,2025-12-01T14:48:20-07:00
2026_todo,TBA,2025-12-01T22:37:45Z,False,https://github.com/therickyfoster/2026_todo,main,2,2,2025-12-01T15:37:45-07:00,2025-12-01T15:37:55-07:00
seed_paths_unity,"A tri-language interactive framework uniting Russia and Ukraine through shared ecological restoration. Features branching stories, seed-path templates, biospheric cascades, and mirrored RU/UA/EN modules for research, collaboration, and regenerative peacebuilding.",2025-12-02T15:49:46Z,False,https://github.com/therickyfoster/seed_paths_unity,main,5,12,2025-12-02T08:49:47-07:00,2025-12-03T17:48:29-07:00
peaceweaver,"A portable library of standalone index.html modules that explore citizen-driven peace between Russia and Ukraine through biospheric cascades, shared culture, mythic narratives, microbridges, and interactive story paths. Fully offline-capable and designed for global use.",2025-12-02T16:04:15Z,False,https://github.com/therickyfoster/peaceweaver,main,69,46,2025-12-02T09:04:15-07:00,2025-12-05T19:38:22-07:00
shared_futures,"A collection of standalone, multilingual index.html modules designed to help communities imagine and build shared futures across borders. Features interactive story paths, language-responsive splash screens, ecological collaboration themes, and citizen-powered tools for peaceful coexistence.",2025-12-02T16:15:46Z,False,https://github.com/therickyfoster/shared_futures,main,1,1,2025-12-02T09:15:46-07:00,2025-12-02T09:15:46-07:00
regenerative_peacekeeping_framework_meta_instructions,"A humanitarian peace architecture for Russia and Ukraine, built on community-level cooperation, civilian protection, and non-state diplomacy. Peaceweaver provides templates, story-driven frameworks, and actionable index.html tools to seed empathy, accelerate aid, and empower local peacemakers across both nations.”",2025-12-04T01:14:37Z,False,https://github.com/therickyfoster/regenerative_peacekeeping_framework_meta_instructions,main,2,9,2025-12-03T18:21:54-07:00,2025-12-04T10:21:54-07:00
regenerative_peace_engine,,2025-12-04T06:10:34Z,False,https://github.com/therickyfoster/regenerative_peace_engine,main,1,1,2025-12-04T10:14:09-07:00,2025-12-04T10:14:09-07:00
equatoriology,"Equatoriology introduces a proposed scientific field studying planetary life-force circulation, biospheric feedback, and equatorial resonance. This repo explores models, data layers, visual tools, and public-ready dashboards to understand how equatorial systems amplify global stability and regenerative outcomes.",2025-12-04T11:08:53Z,False,https://github.com/therickyfoster/equatoriology,main,3,4,2025-12-04T06:08:54-05:00,2025-12-04T11:02:10-07:00
steward_emergence_dashboard,A,2025-12-04T15:41:55Z,False,https://github.com/therickyfoster/steward_emergence_dashboard,main,7,10,2025-12-04T10:26:08-07:00,2025-12-04T11:47:29-07:00
global_peace_dashboard,a,2025-12-04T17:16:42Z,False,https://github.com/therickyfoster/global_peace_dashboard,main,5,6,2025-12-04T10:16:42-07:00,2025-12-04T10:51:38-07:00
peace-lattice-archive,a,2025-12-04T17:31:28Z,False,https://github.com/therickyfoster/peace-lattice-archive,main,2,2,2025-12-04T10:31:28-07:00,2025-12-04T10:31:40-07:00
threshold_decade,tbds,2025-12-05T00:04:46Z,False,https://github.com/therickyfoster/threshold_decade,main,3,3,2025-12-04T17:04:46-07:00,2025-12-04T17:21:30-07:00
fort_mcmurray,"A multiproject hub for Fort McMurray’s regenerative future — combining reforestation plans, community resilience tools, peace-tech prototypes, and decentralized governance experiments. A living laboratory for restoration, innovation, and the rise of local stewards across the North.",2025-12-05T00:09:29Z,False,https://github.com/therickyfoster/fort_mcmurray,main,11,13,2025-12-04T17:09:29-07:00,2025-12-22T05:03:26-07:00
tech_leadership_empowerment,"A growing suite of future-ready tools empowering tech leaders to navigate complexity, amplify team intelligence, and accelerate strategic breakthroughs. Includes decision frameworks, diagnostics, leadership dashboards, innovation prompts, and adaptive systems for guiding orgs through the Threshold Decade.",2025-12-05T00:51:58Z,False,https://github.com/therickyfoster/tech_leadership_empowerment,main,14,15,2025-12-04T17:51:59-07:00,2025-12-08T13:54:32-07:00
unity_through_rebuilding,"A research and strategy hub focused on rebuilding trust, stability, and infrastructure in the Russia-Ukraine region. Combines conflict analysis, peacebuilding frameworks, humanitarian insights, and systems-level reconstruction models to support pathways toward long-term regional recovery and unity.",2025-12-05T00:53:55Z,False,https://github.com/therickyfoster/unity_through_rebuilding,main,5,17,2025-12-04T17:53:55-07:00,2025-12-06T12:16:30-07:00
mnemonic_match,,2025-12-06T01:19:13Z,False,https://github.com/therickyfoster/mnemonic_match,main,2,4,2025-12-05T18:19:13-07:00,2025-12-08T00:10:41-05:00
planetary_restoration_archive_v2,,2025-12-06T01:30:15Z,False,https://github.com/therickyfoster/planetary_restoration_archive_v2,main,6,6,2025-12-05T18:30:15-07:00,2025-12-05T18:35:18-07:00
global_vulnerability_atlas,"Global Vulnerability Atlas visualizes planetary risk across climate, ecosystems, infrastructure, conflict, and social stability. A unified dashboard for comparing regional fragility, forecasting cascades, and guiding regenerative, data-driven strategies for a safer future.",2025-12-06T18:00:07Z,False,https://github.com/therickyfoster/global_vulnerability_atlas,main,3,4,2025-12-06T11:00:08-07:00,2025-12-06T11:35:42-07:00
peacecraft,A browser-based interactive story where choices teach: • conflict de-escalation • negotiating with elders/government • humanitarian triage • empathy mapping  You embed: • splash screens • branching quests • a “peace fingerprint” at the end showing the youth’s diplomatic style  This trains emotional pattern recognition without preaching.,2025-12-06T20:04:23Z,False,https://github.com/therickyfoster/peacecraft,main,1,1,2025-12-06T13:04:23-07:00,2025-12-06T13:04:23-07:00
youth_peace_nexus,,2025-12-06T20:27:40Z,False,https://github.com/therickyfoster/youth_peace_nexus,main,2,2,2025-12-06T13:27:40-07:00,2025-12-06T13:28:04-07:00
nextgen_evolution_engine,,2025-12-07T04:01:45Z,False,https://github.com/therickyfoster/nextgen_evolution_engine,main,2,3,2025-12-06T23:01:45-05:00,2025-12-06T23:03:28-05:00
chionophytaics,"Foundational research framework for Chionophytaics, the newly proposed scientific discipline dedicated to winter planting methodologies. Includes theory, protocols, microthermal modelling, ecological rationale, and field guidelines for cold-season regeneration and winter-first ecosystem design. ",2025-12-07T04:41:26Z,False,https://github.com/therickyfoster/chionophytaics,main,3,8,2025-12-06T23:41:26-05:00,2025-12-07T11:21:29-05:00
friendship_safety_navigator,,2025-12-08T05:31:44Z,False,https://github.com/therickyfoster/friendship_safety_navigator,main,2,2,2025-12-08T00:31:44-05:00,2025-12-08T00:32:14-05:00
architecture_of_hunger,"A modular, next-gen system built by Foster + Navi to prototype decentralized innovation. Features structured documentation, multi-agent orchestration, advanced research integration, and a scalable 33-folder architecture. Designed for public transparency, future-proof evolution, and seamless multi-project synergy.",2025-12-08T19:41:54Z,False,https://github.com/therickyfoster/architecture_of_hunger,main,2,2,2025-12-08T12:41:54-07:00,2025-12-08T12:42:09-07:00
YouthCatalyst,"A gamified, collaborative sovereignty engine for empowering the next generation. Includes rituals, quests, emotional mastery tools, ecological challenges, pattern-recognition sims, and myth-based learning modules—all delivered through offline-first index.html worlds that teach agency, resilience, and cooperation.",2025-12-08T19:57:11Z,False,https://github.com/therickyfoster/YouthCatalyst,main,31,2,2025-12-08T12:57:11-07:00,2025-12-08T13:31:08-07:00
new,,2025-12-08T20:38:27Z,False,https://github.com/therickyfoster/new,main,1,1,2025-12-08T13:38:28-07:00,2025-12-08T13:38:28-07:00
claude,Claude projects.,2025-12-08T20:44:33Z,False,https://github.com/therickyfoster/claude,main,1,1,2025-12-08T13:44:34-07:00,2025-12-08T13:44:34-07:00
